ID,logID,byWho,comment,commentDate,deleted,response,responseDate
2361,1410,abdelkhalek.ma,still the validation didnt approved yet,11/3/2014,0,,
2362,1424,abdelkhalek.ma,still i didn't approve protocol ,11/3/2014,0,,
2363,1198,abdelkhalek.ma,still the project not completed,11/3/2014,0,,
2364,1457,abdelkhalek.ma,still the QA requirments not completed ,11/3/2014,0,,
2365,1913,abdelkhalek.ma,still the project not completed,11/3/2014,0,,
2366,1491,abdelkhalek.ma,still i didn't approve protocol ,11/3/2014,0,,
2367,1940,barakat.t,do we have a license for this shed? ,11/4/2014,0,,
2368,1935,osman.mm,please share the lasy out,11/6/2014,0,,
2369,1356,mahmoud.a,please send me the items below 9.11.2014,11/9/2014,0,,
2370,1086,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2371,973,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2372,1347,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2373,1058,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2374,1890,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2375,1072,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2376,1078,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2377,1089,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2378,1243,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2379,1380,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2380,1464,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2381,1107,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2382,1165,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2383,1070,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2384,1059,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2385,1170,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2386,1477,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2387,1364,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2388,1198,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2389,1155,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2390,1311,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2391,1151,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2392,1179,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2393,1549,mahmoud.a,please send me the spec. as below items - 09.11.2014,11/9/2014,0,,
2394,1940,barakat.t,the shed space in the license is 400 sqm, no more,11/9/2014,0,,
2395,1865,abdelkhalek.ma,still the project not done ,11/9/2014,0,,
2396,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/9/2014,0,,
2397,1511,abdelkhalek.ma,still the project not done,11/9/2014,0,,
2398,1913,abdelkhalek.ma,still the project not completed,11/9/2014,0,,
2399,1227,abdelkhalek.ma,still the validation didnt approved yet,11/9/2014,0,,
2400,1890,abdelkhalek.ma,still the project not done,11/9/2014,0,,
2401,1198,abdelkhalek.ma,still the project not completed,11/9/2014,0,,
2402,1453,abdelkhalek.ma,i didn't received any SOP ,11/9/2014,0,,
2403,1457,abdelkhalek.ma,still the QA requirments not completed ,11/9/2014,0,,
2404,1902,abdelkhalek.ma,still the close out not approved ,11/9/2014,0,,
2405,1602,abdelkhalek.ma,still the project not done,11/9/2014,0,,
2406,1424,abdelkhalek.ma,still i didn't approve protocol ,11/9/2014,0,,
2407,1453,abdelkhalek.ma,i didn't received any SOP ,11/9/2014,0,,
2408,1681,abdelkhalek.ma,still not done,11/9/2014,0,,
2409,1939,abdelkhalek.ma,still not done,11/9/2014,0,,
2410,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/10/2014,0,Model  was done,12/14/2014
2411,1913,abdelkhalek.ma,still the project not completed,11/10/2014,0,,
2412,1865,abdelkhalek.ma,still the project not done ,11/10/2014,0,,
2413,1853,abdelkhalek.ma,still the project not completed,11/10/2014,0,,
2414,1812,osman.mm,Ahmed, we need to discuss this change F2F,11/10/2014,0,,
2415,1939,abdelkhalek.ma,still not done,11/10/2014,0,,
2416,1890,abdelkhalek.ma,still the project not done,11/10/2014,0,,
2417,1902,abdelkhalek.ma,still the close out not approved ,11/10/2014,0,,
2418,1491,abdelkhalek.ma,still i didn't approve protocol ,11/10/2014,0,,
2419,1453,abdelkhalek.ma,i didn't received any SOP ,11/10/2014,0,,
2420,1824,abdelkhalek.ma,still the project not done,11/10/2014,0,,
2421,1227,abdelkhalek.ma,still the validation didnt approved yet,11/10/2014,0,,
2422,1915,barakat.t,please need the tank specifications, space to remove it from the plant permit's list otherwise you'll install another one with the same conditions?,11/10/2014,0,,
2423,1939,abdelkhalek.ma,still not done,11/11/2014,0,,
2424,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/11/2014,0,,
2425,1913,abdelkhalek.ma,still the project not completed,11/11/2014,0,,
2426,1679,abdelkhalek.ma,still the project not done,11/11/2014,0,,
2427,1890,abdelkhalek.ma,still the project not done,11/11/2014,0,,
2428,1227,abdelkhalek.ma,still the validation didnt approved yet,11/11/2014,0,,
2429,1923,osman.mm,Need a quick meeting to discuss this change,11/13/2014,0,,
2430,1904,osman.mm,Need a quick meeting to discuss this change,11/13/2014,0,,
2431,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/13/2014,0,,
2432,1939,abdelkhalek.ma,still not done,11/13/2014,0,,
2433,1913,abdelkhalek.ma,still the project not completed,11/13/2014,0,,
2434,1865,abdelkhalek.ma,still the project not done ,11/13/2014,0,,
2435,1890,abdelkhalek.ma,still the project not done,11/13/2014,0,,
2436,1853,abdelkhalek.ma,still the project not completed,11/13/2014,0,,
2437,1800,abdelkhalek.ma,still i didnt recieve any validation ,11/13/2014,0,,
2438,1824,abdelkhalek.ma,still the project not done,11/13/2014,0,,
2439,1822,abdelkhalek.ma,the requirments not completed ,11/13/2014,0,,
2440,1773,abdelkhalek.ma,still the QA requirments not completed,11/13/2014,0,,
2441,1739,abdelkhalek.ma,still the trail not done,11/13/2014,0,,
2442,1679,abdelkhalek.ma,still the project not done,11/13/2014,0,,
2443,1453,abdelkhalek.ma,i didn't received any SOP ,11/13/2014,0,,
2444,1602,abdelkhalek.ma,still the project not done,11/13/2014,0,,
2445,1198,abdelkhalek.ma,still the project not completed,11/13/2014,0,,
2446,1227,abdelkhalek.ma,still the validation didnt approved yet,11/13/2014,0,,
2447,1457,abdelkhalek.ma,still the QA requirments not completed ,11/13/2014,0,,
2448,1369,abdelkhalek.ma,the close out and protocol not approved yet,11/13/2014,0,,
2449,1491,abdelkhalek.ma,still i didn't approve protocol ,11/13/2014,0,,
2450,1913,abdelkhalek.ma,still the project not completed,11/16/2014,0,,
2451,1939,abdelkhalek.ma,still not done,11/16/2014,0,,
2452,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/16/2014,0,,
2453,1890,abdelkhalek.ma,still the project not done,11/16/2014,0,,
2454,1364,abdelkhalek.ma,still i didnt approve the closeout,11/16/2014,0,,
2455,1491,abdelkhalek.ma,still i didn't approve protocol ,11/16/2014,0,,
2456,1198,abdelkhalek.ma,still the project not completed,11/16/2014,0,,
2457,1511,abdelkhalek.ma,still the project not done,11/16/2014,0,,
2458,1951,abdelkhalek.ma,please call me to clarify more,11/17/2014,0,,
2459,1939,abdelkhalek.ma,still not done,11/17/2014,0,,
2460,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/17/2014,0,,
2461,1913,abdelkhalek.ma,still the project not completed,11/17/2014,0,,
2462,1890,abdelkhalek.ma,still the project not done,11/17/2014,0,,
2463,1198,abdelkhalek.ma,still the project not completed,11/17/2014,0,,
2464,1410,abdelkhalek.ma,still the validation didnt approved yet,11/17/2014,0,,
2465,1930,osman.mm,need to discuss F2F,11/17/2014,0,,
2466,1965,assemkamel.mm,Please update the department layout with Ahmed Mahmoud ,11/18/2014,-1,,
2467,1965,abdelhakem.ae,Purchase perfume pump unloading equipment, Is this a new one with the same specs or different?,11/18/2014,-1,,
2468,1951,alisaad.ki,where is the the forklift manufacturer approval on the attachment ?,11/19/2014,0,,
2469,1965,alisaad.ki,please share this "special pallet with handrail to take the perfume drum from ground floor to mixing floor",11/19/2014,-1,,
2470,1977,abdelazez.n,we need the catalog for new mashen hed,11/19/2014,0,,
2471,1879,abdelhakem.ae,Is there any change in the piping system? to add pipes or remove.,11/19/2014,0,,
2472,1937,shaker.mm,1- Inform operation QA Leader. 2- Update VMPConduct. 3- Issue PQ Protocol. 4- Line Clearance. 5- Conduct PQ. 6- Issue and approve PQ close out report. 7- Update IPSs. 8- Update PDRs. 9- Update all affected SOPs. 10- Update TAMU TM and local TAMU SOP to include the inspection procedure and the success cruiteria for the new back label. 11- Qualify people whose skill matrix include all any of affcted SOPs,11/22/2014,0,,
2473,1961,shaker.mm,please conduct a meeting to discuss on the details, I see sevaral changes in deferent areas so it will be difficult to capture all QA requirements without having more information about the project details,11/24/2014,0,,
2474,1939,abdelkhalek.ma,still not done,11/24/2014,0,,
2475,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/24/2014,0,,
2476,1913,abdelkhalek.ma,still the project not completed,11/24/2014,0,,
2477,1940,abdelkhalek.ma,still the project not completed,11/24/2014,0,,
2478,1369,abdelkhalek.ma,the close out and protocol not approved yet,11/24/2014,0,,
2479,1410,abdelkhalek.ma,still the validation didnt approved yet,11/24/2014,0,,
2480,1739,abdelkhalek.ma,still the trail not done,11/24/2014,0,,
2481,1951,abdelkhalek.ma,please invite for meeting ,11/24/2014,0,,
2482,1681,abdelkhalek.ma,still not done,11/24/2014,0,,
2483,1198,abdelkhalek.ma,still the project not completed,11/24/2014,0,,
2484,1491,abdelkhalek.ma,still i didn't approve protocol ,11/24/2014,0,,
2485,1227,abdelkhalek.ma,still the validation didnt approved yet,11/24/2014,0,,
2486,1364,abdelkhalek.ma,still i didnt approve the closeout,11/24/2014,0,,
2487,1457,abdelkhalek.ma,still the QA requirments not completed ,11/24/2014,0,,
2488,1602,abdelkhalek.ma,still the project not done,11/24/2014,0,,
2489,1453,abdelkhalek.ma,i didn't received any SOP ,11/24/2014,0,,
2490,1424,abdelkhalek.ma,still i didn't approve protocol ,11/24/2014,0,,
2491,1978,assemkamel.mm,Please share the layout,11/24/2014,0,,
2492,1426,abdelkhalek.ma,still i didnt approve the closeout,11/24/2014,0,,
2493,1773,abdelkhalek.ma,still the QA requirments not completed,11/24/2014,0,,
2494,1824,abdelkhalek.ma,still the project not done,11/24/2014,0,,
2495,1800,abdelkhalek.ma,still i didnt recieve any validation ,11/24/2014,0,,
2496,1853,abdelkhalek.ma,still the project not completed,11/24/2014,0,,
2497,1890,abdelkhalek.ma,still the project not done,11/24/2014,0,,
2498,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/24/2014,0,,
2499,1426,abdelkhalek.ma,still i didnt approve the closeout,11/24/2014,0,,
2500,1369,abdelkhalek.ma,the close out and protocol not approved yet,11/24/2014,0,,
2501,1679,abdelkhalek.ma,still the project not done,11/24/2014,0,,
2502,1424,abdelkhalek.ma,still i didn't approve protocol ,11/24/2014,0,,
2503,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/30/2014,0,,
2504,1939,abdelkhalek.ma,still not done,11/30/2014,0,,
2505,1940,abdelkhalek.ma,still the project not completed,11/30/2014,0,,
2506,1951,abdelkhalek.ma,please invite for meeting ,11/30/2014,0,,
2507,973,mahmoud.a,please send me the spec. as below items - 30.11.2014,11/30/2014,0,,
2508,1364,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2509,1072,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2510,1092,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2511,1224,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2512,1549,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2513,1846,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2514,1198,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2515,1322,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2516,1229,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2517,1913,abdelkhalek.ma,still the project not completed,11/30/2014,0,,
2518,1853,abdelkhalek.ma,still the project not completed,11/30/2014,0,,
2519,1166,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2520,1890,abdelkhalek.ma,still the project not done,11/30/2014,0,,
2521,1092,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,-1,,
2522,1369,abdelkhalek.ma,the close out and protocol not approved yet,11/30/2014,0,,
2523,1054,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2524,1220,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2525,1701,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2526,1198,abdelkhalek.ma,still the project not completed,11/30/2014,0,,
2527,1633,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2528,1364,abdelkhalek.ma,still i didnt approve the closeout,11/30/2014,0,,
2529,1464,mahmoud.a,please send me the items below items - 30.11.2014,11/30/2014,0,,
2530,1457,abdelkhalek.ma,still the QA requirments not completed ,11/30/2014,0,,
2531,1347,mahmoud.a,please send me the below items - 30.11.2014,11/30/2014,0,,
2532,1264,mahmoud.a,please send me the below items - 30.11.2014,11/30/2014,0,,
2533,1506,mahmoud.a,please send me the below items - 30.11.2014,11/30/2014,0,,
2534,1227,abdelkhalek.ma,still the validation didnt approved yet,11/30/2014,0,,
2535,1602,abdelkhalek.ma,still the project not done,11/30/2014,0,,
2536,1410,abdelkhalek.ma,still the validation didnt approved yet,11/30/2014,0,,
2537,1739,abdelkhalek.ma,still the trail not done,11/30/2014,0,,
2538,1939,abdelkhalek.ma,still not done,12/1/2014,0,,
2539,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,12/1/2014,0,,
2540,1913,abdelkhalek.ma,still the project not completed,12/1/2014,0,,
2541,1773,abdelkhalek.ma,still the QA requirments not completed,12/1/2014,0,,
2542,1951,abdelkhalek.ma,please invite for meeting ,12/1/2014,0,,
2543,1922,abdelhakem.ae,Please send to me the data we talked about,12/1/2014,0,,
2544,1920,abdelhakem.ae,I didn't get any of the requested documents,12/1/2014,-1,,
2545,1939,abdelkhalek.ma,still not done,12/2/2014,0,,
2546,1679,abdelkhalek.ma,still the project not done,12/2/2014,0,,
2547,1940,abdelkhalek.ma,still the project not completed,12/2/2014,0,,
2548,1424,abdelkhalek.ma,still i didn't approve protocol ,12/2/2014,0,,
2549,1369,abdelkhalek.ma,the close out and protocol not approved yet,12/2/2014,0,,
2550,1951,abdelkhalek.ma,please invite for meeting ,12/2/2014,0,,
2551,2001,abdelazez.n,we need mor data for the increase speed ( new speed ,saiz ) to help me on DCS palanc,12/2/2014,-1,,
2552,1939,abdelkhalek.ma,still not done,12/3/2014,0,,
2553,1940,abdelkhalek.ma,still the project not completed,12/3/2014,0,,
2554,1198,abdelkhalek.ma,still the project not completed,12/3/2014,0,,
2555,1198,abdelkhalek.ma,still the project not completed,12/3/2014,0,,
2556,1951,abdelkhalek.ma,please invite for meeting ,12/3/2014,0,,
2557,1724,gomaa.l,what is this, please call me to understand more,12/4/2014,0,,
2558,2000,abdelazez.n,not meet the EH CBA,12/4/2014,0,,
